3Alpha_Code,Taxonomic_Code,Scientific_Name1,Name_en,Name_fr,Name_es,Name_ar,Name_cn,Name_ru,Scientific_Name,Author,Family_Group,Order_Group,Major_Group,Yearbook_Group,ISSCAAP_Group,CPC_Group,CPCdiv_Group
AQL,1780107301,Adelosebastes latens,,,,,,,Adelosebastes latens,"Eschmeyer, Abe & Nakano 1979",SCORPAENIDAE,SCORPAENIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.",Miscellaneous demersal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
HZE,1780107801,Hozukius emblemarius,,,,,,,Hozukius emblemarius,(Jordan & Starks 1904),SCORPAENIDAE,SCORPAENIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.",Miscellaneous demersal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
SJU,1780107901,Sebastolobus alascanus,Shortspine thornyhead,,Chancharro alacrÃ¡n,,,_¨_¸_¿__Ñ‰_µ_º _°_»ÑèÑÅ_º_¸__ÑÅ_º_¸__,Sebastolobus alascanus,Bean 1890,SCORPAENIDAE,SCORPAENIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.",Miscellaneous demersal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
SJZ,1780107902,Sebastolobus altivelis,Longspine thornyhead,,,,,,Sebastolobus altivelis,Gilbert 1896,SCORPAENIDAE,SCORPAENIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.",Miscellaneous demersal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
SJW,1780107903,Sebastolobus macrochir,Broadbanded thornyhead,,,,,,Sebastolobus macrochir,(GÃ_nther 1877),SCORPAENIDAE,SCORPAENIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.",Miscellaneous demersal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
TIA,1780108001,Trachyscorpia eschmeyeri,Cape scorpionfish,Rascasse du Cap,Rascacio del Cabo,,,,Trachyscorpia eschmeyeri,Whitley 1970,SCORPAENIDAE,SCORPAENIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.",Miscellaneous demersal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
TJX,1780108002,Trachyscorpia cristulata,Atlantic thornyhead,,,,,,Trachyscorpia cristulata,(Goode & Bean 1896),SCORPAENIDAE,SCORPAENIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.",Miscellaneous demersal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
TZY,1780108003,Trachyscorpia echinata,Spiny scorpionfish,Rascasse Ã©pineuse,Rascacio espinoso,,,,Trachyscorpia echinata,(Koehler 1896),SCORPAENIDAE,SCORPAENIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.",Miscellaneous demersal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
XTY,17801080XX,Trachyscorpia spp,,,,,,,Trachyscorpia spp,,SCORPAENIDAE,SCORPAENIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.",Miscellaneous demersal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
ERM,1780109001,Ectreposebastes imus,,,,,,,Ectreposebastes imus,Garman 1899,SCORPAENIDAE,SCORPAENIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.",Miscellaneous demersal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
LII,1780109101,Lioscorpius longiceps,,,,,,,Lioscorpius longiceps,GÃ_nther 1880,SCORPAENIDAE,SCORPAENIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.",Miscellaneous demersal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
MXR,1780109201,Maxillicosta raoulensis,,,,,,,Maxillicosta raoulensis,Eschmeyer & Poss 1976,SCORPAENIDAE,SCORPAENIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.",Miscellaneous demersal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
NNX,1780109301,Neosebastes entaxis,Orange-banded scorpionfish,,,,,,Neosebastes entaxis,Jordan & Starks 1904,SCORPAENIDAE,SCORPAENIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.",Miscellaneous demersal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
SVG,1780109501,Setarches guentheri,Channeled rockfish,,,,,,Setarches guentheri,Johnson 1862,SCORPAENIDAE,SCORPAENIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.",Miscellaneous demersal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
PBK,1780109701,Plectrogenium barsukovi,,,,,,,Plectrogenium barsukovi,Mandrytsa 1992,SCORPAENIDAE,SCORPAENIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.",Miscellaneous demersal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
SCO,17801XXXXX,Scorpaenidae,"Scorpionfishes, redfishes nei","Rascasses, sÃ©bastes nca","Rascacios, gallinetas nep",,,_¡_º__Ñ€_¿_µ______Ñ‹_µ,Scorpaenidae,,SCORPAENIDAE,SCORPAENIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.",Miscellaneous demersal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
BLY,1780200101,Bellator brachychir,Shortfin searobin,,,,,,Bellator brachychir,(Regan 1914),TRIGLIDAE,SCORPAENIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.",Miscellaneous demersal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
GUN,1780200205,Trigla lyra,Piper gurnard,Grondin lyre,Garneo,,,,Trigla lyra,Linnaeus 1758,TRIGLIDAE,SCORPAENIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.",Miscellaneous demersal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
GUY,17802002XX,Trigla spp,Gurnards nei,Grondins nca,Garneos nep,,,,Trigla spp,,TRIGLIDAE,SCORPAENIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.",Miscellaneous demersal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
KUG,1780200301,Chelidonichthys kumu,Bluefin gurnard,Grondin aile bleue,TestolÃ_n de aleta azul,,,_¢Ñ€_¸___»_°-_ºÑƒ__Ñƒ,Chelidonichthys kumu,(Cuvier 1829),TRIGLIDAE,SCORPAENIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.",Miscellaneous demersal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
GUU,1780200302,Chelidonichthys lucerna,Tub gurnard,Grondin perlon,Begel,,æ–‘é_çé_‚é®„,,Chelidonichthys lucerna,(Linnaeus 1758),TRIGLIDAE,SCORPAENIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.",Miscellaneous demersal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
CTZ,1780200304,Chelidonichthys lastoviza,Streaked gurnard,,,,,,Chelidonichthys lastoviza,(Bonnaterre 1788),TRIGLIDAE,SCORPAENIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.",Miscellaneous demersal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
GUC,1780200307,Chelidonichthys capensis,Cape gurnard,Grondin du Cap,Rubio del Cabo,,,,Chelidonichthys capensis,(Cuvier 1829),TRIGLIDAE,SCORPAENIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.",Miscellaneous demersal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
CGY,1780200308,Chelidonichthys gabonensis,Gabon gurnard,,,,,,Chelidonichthys gabonensis,(Poll & Roux 1955),TRIGLIDAE,SCORPAENIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.",Miscellaneous demersal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
CZS,1780200309,Chelidonichthys spinosus,Spiny red gurnard,,,,,,Chelidonichthys spinosus,(McClelland 1844),TRIGLIDAE,SCORPAENIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.",Miscellaneous demersal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
GUM,1780200310,Chelidonichthys obscurus,Longfin gurnard,Grondin sombre,Arete aleton,Ø¬Ø±Ø§Ù†ØªÙ_Ø© Ø·ÙˆÙ_Ù„Ø© Ø§Ù„Ø£Ø¬Ù†Ø_Ø©,æ_—ä_“ç»¿é_çé±_,,Chelidonichthys obscurus,(Bloch & Schneider 1801),TRIGLIDAE,SCORPAENIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.",Miscellaneous demersal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
KSU,1780200311,Chelidonichthys queketti,Lesser gurnard,Grondin mineur,Rubio menor,,,,Chelidonichthys queketti,(Regan 1904),TRIGLIDAE,SCORPAENIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.",Miscellaneous demersal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
GUI,17802003XX,Chelidonichthys spp,Indo-Pacific gurnards,Grondins de l'Indo-Pacifique,Rubios del Indo-PacÃ_fico,,,,Chelidonichthys spp,,TRIGLIDAE,SCORPAENIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.",Miscellaneous demersal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
GUR,1780200403,Aspitrigla cuculus,Red gurnard,Grondin rouge,Arete,,,,Aspitrigla cuculus,(Linnaeus 1758),TRIGLIDAE,SCORPAENIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.",Miscellaneous demersal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
LDM,1780200802,Lepidotrigla microptera,,,,,,,Lepidotrigla microptera,GÃ_nther 1873,TRIGLIDAE,SCORPAENIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.",Miscellaneous demersal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
LDY,1780200803,Lepidotrigla brachyoptera,Scaly gurnard,,,,,,Lepidotrigla brachyoptera,Hutton 1872,TRIGLIDAE,SCORPAENIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.",Miscellaneous demersal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
LDN,1780200804,Lepidotrigla vanessa,Butterfly gurnard,,,,,,Lepidotrigla vanessa,(Richardson 1839),TRIGLIDAE,SCORPAENIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.",Miscellaneous demersal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
LDR,1780200805,Lepidotrigla carolae,Carol's gurnard,,,,,,Lepidotrigla carolae,Richards 1968,TRIGLIDAE,SCORPAENIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.",Miscellaneous demersal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
LEP,1780200806,Lepidotrigla dieuzeidei,Spiny gurnard,Grondin de dieuzeide,Cabete espinudo,,,,Lepidotrigla dieuzeidei,Blanc & Hureau 1973,TRIGLIDAE,SCORPAENIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.",Miscellaneous demersal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
LDV,1780200807,Lepidotrigla cavillone,Large-scaled gurnard,,,,,,Lepidotrigla cavillone,(LacÃ©pÃ¨de 1801),TRIGLIDAE,SCORPAENIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.",Miscellaneous demersal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
IBK,1780200808,Lepidotrigla cadmani,Scalebreast gurnard,Grondin Ã©cailleux,Cabete escamudo,,,,Lepidotrigla cadmani,Regan 1915,TRIGLIDAE,SCORPAENIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.",Miscellaneous demersal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
IEE,1780200809,Lepidotrigla bispinosa,Bullhorn gurnard,Grondin taureau,,,,,Lepidotrigla bispinosa,Steindachner 1898,TRIGLIDAE,SCORPAENIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.",Miscellaneous demersal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
IEF,1780200810,Lepidotrigla faurei,Scalybreast gurnard,Grondin armure,,,,,Lepidotrigla faurei,Gilchrist & Thompson 1914,TRIGLIDAE,SCORPAENIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.",Miscellaneous demersal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
PQA,1780202001,Prionotus alatus,Spiny searobin,,,,,,Prionotus alatus,Goode & Bean 1883,TRIGLIDAE,SCORPAENIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.",Miscellaneous demersal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
PQT,1780202002,Prionotus punctatus,Bluewing searobin,,,,,,Prionotus punctatus,(Bloch 1793),TRIGLIDAE,SCORPAENIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.",Miscellaneous demersal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
PQU,1780202003,Prionotus nudigula,Red searobin,,,,,,Prionotus nudigula,Ginsburg 1950,TRIGLIDAE,SCORPAENIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.",Miscellaneous demersal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
PQP,1780202004,Prionotus paralatus,Mexican searobin,,,,,,Prionotus paralatus,Ginsburg 1950,TRIGLIDAE,SCORPAENIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.",Miscellaneous demersal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
PQC,1780202005,Prionotus carolinus,Northern searobin,,,,,,Prionotus carolinus,(Linnaeus 1771),TRIGLIDAE,SCORPAENIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.",Miscellaneous demersal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
SRA,17802020XX,Prionotus spp,Atlantic searobins,Grondins,Rubios americanos,,,_ŸÑ€_¸______Ñ‚Ñ‹,Prionotus spp,,TRIGLIDAE,SCORPAENIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.",Miscellaneous demersal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
BEG,1780202501,Pterygotrigla polyommata,Latchet(=Sharpbeak gurnard),Grondin pointu,Cabete picudo,ØºØ±Ù†Ø§Ø± Ù…Ù‚Ø±Ù† Ø£Ùˆ Ø¬Ø±Ø§Ù†ØªÙ_Ø© Ù…Ù‚Ø±Ù†Ø©,ç_Åæ˜Ÿè§’é_‚é®„,,Pterygotrigla polyommata,(Richardson 1839),TRIGLIDAE,SCORPAENIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.",Miscellaneous demersal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
JGU,1780202502,Pterygotrigla picta,Spotted gurnard,,,,,,Pterygotrigla picta,(GÃ_nther 1880),TRIGLIDAE,SCORPAENIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.",Miscellaneous demersal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
GUG,1780207001,Eutrigla gurnardus,Grey gurnard,Grondin gris,Borracho,,,_¢Ñ€_¸___»_° ÑÅ_µÑ€_°Ñè (=____Ñ€ÑÅ_º____ _¿_µÑ‚ÑƒÑ…),Eutrigla gurnardus,(Linnaeus 1758),TRIGLIDAE,SCORPAENIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.",Miscellaneous demersal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
GUX,17802XXXXX,Triglidae,"Gurnards, searobins nei","Grondins, cavillones nca","Cabetes, rubios nep",,,_¢Ñ€_¸___»____Ñ‹_µ (=____Ñ€ÑÅ_º_¸_µ _¿_µÑ‚ÑƒÑ…_¸),Triglidae,,TRIGLIDAE,SCORPAENIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.",Miscellaneous demersal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
CMQ,1780300101,Caracanthus maculatus,Spotted coral croucher,,,,,,Caracanthus maculatus,(Gray 1831),CARACANTHIDAE,SCORPAENIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.",Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
AXL,1780400101,Acanthosphex leurynnis,,,,,,,Acanthosphex leurynnis,(Jordan & Seale 1905),APLOACTINIDAE,SCORPAENIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.",Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
AVE,1780400201,Adventor elongatus,,,,,,,Adventor elongatus,(Whitley 1952),APLOACTINIDAE,SCORPAENIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.",Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
AAZ,1780400301,Aploactis aspera,,,,,,,Aploactis aspera,Richardson 1844,APLOACTINIDAE,SCORPAENIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.",Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
CVM,1780400401,Cocotropus masudai,,,,,,,Cocotropus masudai,Matsubara 1943,APLOACTINIDAE,SCORPAENIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.",Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
EXP,1780400501,Erisphex philippinus,,,,,,,Erisphex philippinus,(Fowler 1938),APLOACTINIDAE,SCORPAENIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.",Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
KKF,1780400601,Kanekonia florida,,,,,,,Kanekonia florida,Tanaka 1915,APLOACTINIDAE,SCORPAENIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.",Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
KRO,1780400701,Karumba ornatissimus,,,,,,,Karumba ornatissimus,(Whitley 1933),APLOACTINIDAE,SCORPAENIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.",Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
NPT,1780400801,Neoaploactis tridorsalis,Threefin velvetfish,,,,,,Neoaploactis tridorsalis,Eschmeyer & Allen 1978,APLOACTINIDAE,SCORPAENIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.",Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
PKG,1780400901,Paraploactis kagoshimensis,,,,,,,Paraploactis kagoshimensis,(Ishikawa 1904),APLOACTINIDAE,SCORPAENIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.",Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
PJU,1780401001,Ptarmus jubatus,Crested scorpionfish,,,,,,Ptarmus jubatus,(Smith 1935),APLOACTINIDAE,SCORPAENIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.",Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
ERO,1780500101,Erosa erosa,Pitted stonefish,,,,,,Erosa erosa,(Cuvier 1829),SYNANCEIIDAE,SCORPAENIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.",Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
INU,1780500201,Inimicus cuvieri,,,,,,,Inimicus cuvieri,(Gray 1835),SYNANCEIIDAE,SCORPAENIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.",Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
LSA,1780500301,Leptosynanceia asteroblepa,,,,,,,Leptosynanceia asteroblepa,(Richardson 1844),SYNANCEIIDAE,SCORPAENIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.",Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
MNO,1780500401,Minous coccineus,Onestick stingfish,,,,,,Minous coccineus,Alcock 1890,SYNANCEIIDAE,SCORPAENIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.",Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
MNQ,1780500402,Minous quincarinatus,,,,,,,Minous quincarinatus,(Fowler 1943),SYNANCEIIDAE,SCORPAENIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.",Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
KVQ,1780500403,Minous dempsterae,Obliquebanded stingfish,,,,,,Minous dempsterae,"Eschmeyer, Hallacher & Rama-Rao 1979",SYNANCEIIDAE,SCORPAENIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.",Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
KVR,1780500404,Minous monodactylus,Grey stingfish,Poisson pierre gris,Pez piedra gris,,,,Minous monodactylus,(Bloch & Schneider 1801),SYNANCEIIDAE,SCORPAENIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.",Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
PKM,1780500501,Pseudosynanceia melanostigma,Blackfin stonefish,,,,,,Pseudosynanceia melanostigma,Day 1875,SYNANCEIIDAE,SCORPAENIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.",Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
SJL,1780500601,Synanceia alula,,,,,,,Synanceia alula,Eschmeyer & Rama-Rao 1973,SYNANCEIIDAE,SCORPAENIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.",Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
QFU,1780500602,Synanceia nana,Red Sea stonefish,,,,,,Synanceia nana,Eschmeyer & Rama-Rao 1973,SYNANCEIIDAE,SCORPAENIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.",Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
QFV,1780500603,Synanceia verrucosa,Stonefish,Poisson pierre commun,Pez piedra comÃºn,,,,Synanceia verrucosa,Bloch & Schneider 1801,SYNANCEIIDAE,SCORPAENIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.",Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
HCI,1780501601,Choridactylus multibarbus,Orangebanded stingfish,,,,,,Choridactylus multibarbus,Richardson 1848,SYNANCEIIDAE,SCORPAENIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.",Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
AET,1780600101,Aetapcus maculatus,Warty prowfish,,,,,,Aetapcus maculatus,(GÃ_nther 1861),PATAECIDAE,SCORPAENIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.",Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
NPW,1780600201,Neopataecus waterhousii,Whiskered prowfish,,,,,,Neopataecus waterhousii,(Castelnau 1872),PATAECIDAE,SCORPAENIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.",Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
PTF,1780600301,Pataecus fronto,,,,,,,Pataecus fronto,Richardson 1844,PATAECIDAE,SCORPAENIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.",Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
CLI,1780700501,Ophiodon elongatus,Lingcod,Morue-lingue,Bacalao largo(=Lorcha),,,,Ophiodon elongatus,Girard 1854,HEXAGRAMMIDAE,SCORPAENIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.",Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
ATK,1780701402,Pleurogrammus azonus,Okhotsk atka mackerel,Terpuga arabesque de Okhotsk,Lorcha de Okhotsk,Ø¥Ø_Ù‚Ù…Ø±Ù_ Ø£ØªÙƒØ§ØŒ Ø·Ø±Ø§Ø®ÙˆØ± Ø£ØªÙƒØ§,è¿œä¸œå__çº¿é±_,_¢_µÑ€_¿Ñƒ__ Ñ__¶__Ñ‹__ ___´_____¿_µÑ€Ñ‹__,Pleurogrammus azonus,Jordan & Metz 1913,HEXAGRAMMIDAE,SCORPAENIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.",Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
HUM,1780701403,Pleurogrammus monopterygius,Atka mackerel,Terpuga atka,Lorcha de atka,,,_¢_µÑ€_¿Ñƒ__ ÑÅ_µ___µÑ€__Ñ‹__ ___´_____¿_µÑ€Ñ‹__,Pleurogrammus monopterygius,(Pallas 1810),HEXAGRAMMIDAE,SCORPAENIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.",Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
HXO,1780702901,Hexagrammos otakii,,,,,,,Hexagrammos otakii,(Jordan & Starks 1895),HEXAGRAMMIDAE,SCORPAENIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.",Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
HXQ,1780702902,Hexagrammos decagrammus,Kelp greenling,,,,,,Hexagrammos decagrammus,(Pallas 1810),HEXAGRAMMIDAE,SCORPAENIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.",Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
ESZ,1780800101,Erilepis zonifer,Skilfish,,,,,__Ñ€_¸_»_µ_¿_¸ÑÅ,Erilepis zonifer,(Lockington 1880),ANOPLOPOMATIDAE,SCORPAENIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.",Miscellaneous demersal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
SAB,1780800401,Anoplopoma fimbria,Sablefish,Morue charbonniÃ¨re,Bacalao negro,,,_£_____»ÑŒ___°Ñè Ñ€Ñ‹_±_°,Anoplopoma fimbria,(Pallas 1814),ANOPLOPOMATIDAE,SCORPAENIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.",Miscellaneous demersal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
CBF,1780900101,Cymbacephalus beauforti,Crocodile fish,,,,,,Cymbacephalus beauforti,(Knapp 1973),PLATYCEPHALIDAE,SCORPAENIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.",Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
ELI,1780900201,Elates ransonnetii,Dwarf flathead,,,,,,Elates ransonnetii,(Steindachner 1876),PLATYCEPHALIDAE,SCORPAENIFORMES,PISCES,"Fish, crustaceans and molluscs, etc.",Miscellaneous coastal fishes,"Other fish, live, fresh or chilled","Fish live, fresh or chilled for human consumption"
